abbreviation	EC
HMR_3409	1.1.1.35
HMR_3409	1.1.1.211
HMR_3409	1.3.8.7
HMR_3409	1.3.8.8
HMR_3409	1.3.8.9
HMR_3409	2.3.1.16
HMR_3411	4.2.1.17
HMR_3411	1.1.1.35
HMR_3411	1.1.1.211
HMR_3411	1.3.8.7
HMR_3411	1.3.8.8
HMR_3411	1.3.8.9
HMR_3411	2.3.1.16
HMR_3413	4.2.1.17
HMR_3413	1.1.1.35
HMR_3413	1.1.1.211
HMR_3413	1.3.8.7
HMR_3413	1.3.8.8
HMR_3413	1.3.8.9
HMR_3413	2.3.1.16
HMR_3414	4.2.1.17
HMR_3414	1.1.1.35
HMR_3414	1.1.1.211
HMR_3414	1.3.8.7
HMR_3414	1.3.8.8
HMR_3414	1.3.8.9
HMR_3414	2.3.1.16
HMR_3416	4.2.1.17
HMR_3416	1.1.1.35
HMR_3416	1.1.1.211
HMR_3416	1.3.8.7
HMR_3416	1.3.8.8
HMR_3416	1.3.8.9
HMR_3416	2.3.1.16
HMR_3421	4.2.1.17
HMR_3421	1.1.1.35
HMR_3421	1.1.1.211
HMR_3421	1.3.8.7
HMR_3421	1.3.8.8
HMR_3421	1.3.8.9
HMR_3421	2.3.1.16
HMR_3422	4.2.1.17
HMR_3422	1.1.1.35
HMR_3422	1.1.1.211
HMR_3422	1.3.8.7
HMR_3422	1.3.8.8
HMR_3422	1.3.8.9
HMR_3422	2.3.1.16
HMR_3423	4.2.1.17
HMR_3423	1.1.1.35
HMR_3423	1.1.1.211
HMR_3423	1.3.8.7
HMR_3423	1.3.8.8
HMR_3423	1.3.8.9
HMR_3423	2.3.1.16
HMR_3424	4.2.1.17
HMR_3424	1.1.1.35
HMR_3424	1.1.1.211
HMR_3424	1.3.8.7
HMR_3424	1.3.8.8
HMR_3424	1.3.8.9
HMR_3424	2.3.1.16
HMR_3425	4.2.1.17
HMR_3425	1.1.1.35
HMR_3425	1.1.1.211
HMR_3425	1.3.8.7
HMR_3425	1.3.8.8
HMR_3425	1.3.8.9
HMR_3425	2.3.1.16
HMR_3426	4.2.1.17
HMR_3426	1.1.1.35
HMR_3426	1.1.1.211
HMR_3426	1.3.8.7
HMR_3426	1.3.8.8
HMR_3426	1.3.8.9
HMR_3426	2.3.1.16
HMR_3427	4.2.1.17
HMR_3427	1.1.1.35
HMR_3427	1.1.1.211
HMR_3427	1.3.8.7
HMR_3427	1.3.8.8
HMR_3427	1.3.8.9
HMR_3427	2.3.1.16
HMR_3428	4.2.1.17
HMR_3428	1.1.1.35
HMR_3428	1.1.1.211
HMR_3428	1.3.8.7
HMR_3428	1.3.8.8
HMR_3428	1.3.8.9
HMR_3428	2.3.1.16
HMR_3429	4.2.1.17
HMR_3429	1.1.1.35
HMR_3429	1.1.1.211
HMR_3429	1.3.8.7
HMR_3429	1.3.8.8
HMR_3429	1.3.8.9
HMR_3429	2.3.1.16
HMR_3431	4.2.1.17
HMR_3431	1.1.1.35
HMR_3431	1.1.1.211
HMR_3431	1.3.8.7
HMR_3431	1.3.8.8
HMR_3431	1.3.8.9
HMR_3431	2.3.1.16
HMR_3432	4.2.1.17
HMR_3432	1.1.1.35
HMR_3432	1.1.1.211
HMR_3432	1.3.8.7
HMR_3432	1.3.8.8
HMR_3432	1.3.8.9
HMR_3432	2.3.1.16
HMR_3433	4.2.1.17
HMR_3433	1.1.1.35
HMR_3433	1.1.1.211
HMR_3433	1.3.8.7
HMR_3433	1.3.8.8
HMR_3433	1.3.8.9
HMR_3433	2.3.1.16
HMR_3446	1.3.1.34
HMR_3447	5.3.3.8
HMR_3447	5.3.3.-
HMR_3448	1.3.8.7
HMR_3448	1.3.8.8
HMR_3448	1.3.8.9
HMR_3448	1.3.99.-
HMR_3448	
HMR_3449	4.2.1.17
HMR_3450	1.1.1.35
HMR_3450	1.1.1.211
HMR_3451	2.3.1.16
HMR_3451	1.1.1.211
HMR_3452	1.3.8.7
HMR_3452	1.3.8.8
HMR_3452	1.3.8.9
HMR_3452	1.3.99.-
HMR_3452	
HMR_3453	4.2.1.17
HMR_3454	1.1.1.35
HMR_3454	1.1.1.211
HMR_3455	2.3.1.16
HMR_3455	1.1.1.211
HMR_3456	1.3.8.7
HMR_3456	1.3.8.8
HMR_3456	1.3.8.9
HMR_3456	1.3.99.-
HMR_3456	
HMR_3457	1.3.1.34
HMR_3475	3.1.2.27
HMR_3476	1.3.8.7
HMR_3476	1.3.8.8
HMR_3476	1.3.8.9
HMR_3476	1.3.99.-
HMR_3476	
HMR_3478	4.2.1.17
HMR_3491	5.1.99.4
HMR_3505	2.3.1.154
HMR_3520	2.3.1.16
HMR_3520	1.1.1.211
HMR_3522	1.3.8.7
HMR_3522	1.3.8.8
HMR_3537	2.3.1.16
HMR_3537	1.1.1.211
HMR_3538	3.1.1.13
HMR_3539	3.1.1.13
HMR_3540	3.1.1.13
HMR_3541	3.1.1.13
HMR_3542	3.1.1.13
HMR_3543	3.1.1.13
HMR_3544	3.1.1.13
HMR_3546	3.1.1.13
HMR_3547	3.1.1.13
HMR_3548	3.1.1.13
HMR_3549	3.1.1.13
HMR_3550	3.1.1.13
HMR_3553	3.1.1.13
HMR_3555	3.1.1.13
HMR_3556	3.1.1.13
HMR_3557	3.1.1.13
HMR_3558	3.1.1.13
HMR_3559	3.1.1.13
HMR_3560	3.1.1.13
HMR_3561	3.1.1.13
HMR_3562	3.1.1.13
HMR_3563	3.1.1.13
HMR_3564	3.1.1.13
HMR_3565	3.1.1.13
HMR_3566	3.1.1.13
HMR_3567	3.1.1.13
HMR_3568	3.1.1.13
HMR_3569	3.1.1.13
HMR_3570	3.1.1.13
HMR_3571	3.1.1.13
HMR_3572	3.1.1.13
HMR_3573	3.1.1.13
HMR_3574	3.1.1.13
HMR_3575	3.1.1.13
HMR_3576	3.1.1.13
HMR_3577	3.1.1.13
HMR_3578	3.1.1.13
HMR_3579	3.1.1.13
HMR_3580	3.1.1.13
HMR_3581	3.1.1.13
HMR_3582	3.1.1.13
HMR_3583	3.1.1.13
HMR_3584	3.1.1.13
HMR_3585	3.1.1.13
HMR_3587	3.1.1.13
HMR_3588	3.1.1.13
HMR_3590	3.1.1.13
HMR_3591	3.1.1.13
HMR_3592	3.1.1.13
HMR_3593	3.1.1.13
HMR_3594	3.1.1.13
HMR_3595	3.1.1.13
HMR_3596	3.1.1.13
HMR_3597	2.3.1.16
HMR_3597	1.1.1.211
HMR_3622	5.3.3.8
HMR_3622	5.3.3.-
HMR_3625	2.3.1.26
HMR_3626	2.3.1.26
HMR_3627	2.3.1.26
HMR_3628	2.3.1.26
HMR_3629	2.3.1.26
HMR_3630	2.3.1.26
HMR_3631	2.3.1.26
HMR_3633	2.3.1.26
HMR_3635	2.3.1.26
HMR_3636	2.3.1.26
HMR_3637	2.3.1.26
HMR_3639	2.3.1.26
HMR_3640	2.3.1.26
HMR_3642	2.3.1.26
HMR_3643	2.3.1.26
HMR_3644	2.3.1.26
HMR_3645	2.3.1.26
HMR_3646	2.3.1.26
HMR_3647	2.3.1.26
HMR_3648	2.3.1.26
HMR_3649	2.3.1.26
HMR_3650	2.3.1.26
HMR_3651	2.3.1.26
HMR_3652	2.3.1.26
HMR_3653	2.3.1.26
HMR_3654	2.3.1.26
HMR_3655	2.3.1.26
HMR_3656	2.3.1.26
HMR_3657	2.3.1.26
HMR_3658	2.3.1.26
HMR_3659	2.3.1.26
HMR_3660	2.3.1.26
HMR_3662	2.3.1.26
HMR_3663	2.3.1.26
HMR_3664	2.3.1.26
HMR_3665	2.3.1.26
HMR_3666	2.3.1.26
HMR_3667	2.3.1.26
HMR_3668	2.3.1.26
HMR_3669	2.3.1.26
HMR_3670	2.3.1.26
HMR_3671	2.3.1.26
HMR_3672	2.3.1.26
HMR_3675	2.3.1.26
HMR_3677	2.3.1.26
HMR_3678	2.3.1.26
HMR_3679	2.3.1.26
HMR_3680	2.3.1.26
HMR_3681	2.3.1.26
HMR_3682	2.3.1.26
HMR_3683	2.3.1.26
HMR_3684	3.1.1.13
HMR_3685	3.1.1.13
HMR_3686	3.1.1.13
HMR_3687	3.1.1.13
HMR_3688	3.1.1.13
HMR_3689	3.1.1.13
HMR_3690	3.1.1.13
HMR_3692	3.1.1.13
HMR_3694	3.1.1.13
HMR_3695	3.1.1.13
HMR_3696	3.1.1.13
HMR_3698	3.1.1.13
HMR_3699	3.1.1.13
HMR_3701	3.1.1.13
HMR_3702	3.1.1.13
HMR_3703	3.1.1.13
HMR_3704	3.1.1.13
HMR_3705	3.1.1.13
HMR_3706	3.1.1.13
HMR_3707	3.1.1.13
HMR_3708	3.1.1.13
HMR_3709	3.1.1.13
HMR_3710	3.1.1.13
HMR_3711	3.1.1.13
HMR_3712	3.1.1.13
HMR_3713	3.1.1.13
HMR_3714	3.1.1.13
HMR_3715	3.1.1.13
HMR_3716	3.1.1.13
HMR_3717	3.1.1.13
HMR_3718	3.1.1.13
HMR_3719	3.1.1.13
HMR_3721	3.1.1.13
HMR_3722	3.1.1.13
HMR_3723	3.1.1.13
HMR_3724	3.1.1.13
HMR_3725	3.1.1.13
HMR_3726	3.1.1.13
HMR_3727	3.1.1.13
HMR_3728	3.1.1.13
HMR_3729	3.1.1.13
HMR_3730	3.1.1.13
HMR_3731	3.1.1.13
HMR_3734	3.1.1.13
HMR_3736	3.1.1.13
HMR_3737	3.1.1.13
HMR_3738	3.1.1.13
HMR_3739	3.1.1.13
HMR_3740	3.1.1.13
HMR_3741	3.1.1.13
HMR_3742	3.1.1.13
HMR_3746	3.1.1.13
HMR_3831	4.3.1.1
HMR_3832	3.5.3.6
HMR_3855	1.1.1.21
HMR_3859	1.1.2.4
HMR_3864	TCDB:2.A.29.14.2
HMR_3867	3.1.1.13
HMR_3915	2.1.1.8
HMR_3921	3.1.1.13
HMR_3951	3.1.1.13
HMR_3953	3.1.1.13
HMR_3966	3.6.1.19
HMR_3996	1.8.1.6
HMR_4072	2.1.1.37
HMR_4078	1.5.3.17
HMR_4079	1.2.1.3
HMR_4124	4.1.1.35
HMR_4182	2.7.1.-
HMR_4205	3.1.1.13
HMR_4227	1.11.1.6
HMR_4241	2.1.1.43
HMR_4261	6.3.5.1
HMR_4263	3.6.1.22
HMR_4266	3.1.1.13
HMR_4270	3.1.3.2
HMR_4278	6.3.5.1
HMR_4284	3.1.1.13
HMR_4313	3.1.1.13
HMR_4314	3.1.1.13
HMR_4318	2.7.1.-
HMR_4343	2.4.2.9
HMR_4422	4.1.1.17
HMR_4466	5.3.1.22
HMR_4538	3.1.1.13
HMR_4549	2.8.2.-
HMR_4556	2.1.1.49
HMR_4592	1.1.1.21
HMR_4594	1.1.1.179
HMR_4630	1.1.1.34
HMR_4664	2.4.2.22
HMR_4672	3.5.4.13
HMR_4684	3.1.1.13
HMR_4696	1.1.99.1
HMR_4700	1.5.8.4
HMR_4701	1.5.8.4
HMR_4702	4.1.1.-
HMR_4756	3.1.1.13
HMR_4757	1.3.3.4
HMR_4762	4.4.1.17
HMR_4763	1.14.99.3
HMR_4764	1.3.1.24
HMR_4767	2.4.1.95
HMR_4768	3.1.1.13
HMR_4771	Spontaneous
HMR_4776	1.14.11.2
HMR_4777	1.14.11.2
HMR_4782	1.5.99.-
HMR_4783	1.5.99.-
HMR_4790	2.3.1.26
HMR_4831	1.1.99.13
HMR_4902	2.3.1.26
HMR_4903	2.3.1.26
HMR_4938	TCDB:2.A.47.1.9
HMR_4938	TCDB:2.A.47.1.4
HMR_4955	2.3.1.26
HMR_4957	2.3.1.26
HMR_4964	TCDB:2.A.29.7.2
HMR_5101	2.3.1.26
HMR_5130	6.1.1.1
HMR_5131	6.1.1.7
HMR_5132	6.1.1.19
HMR_5133	6.1.1.22
HMR_5134	6.1.1.12
HMR_5135	6.1.1.16
HMR_5136	6.1.1.18
HMR_5137	6.1.1.17
HMR_5138	6.1.1.14
HMR_5139	6.1.1.21
HMR_5140	6.1.1.5
HMR_5141	6.1.1.4
HMR_5142	6.1.1.6
HMR_5143	6.1.1.10
HMR_5144	2.1.2.9
HMR_5145	6.1.1.20
HMR_5146	6.1.1.15
HMR_5147	6.1.1.11
HMR_5148	6.1.1.3
HMR_5149	6.1.1.2
HMR_5150	6.1.1.9
HMR_5169	2.3.1.26
HMR_5170	2.3.1.26
HMR_5171	2.3.1.26
HMR_5173	2.3.1.26
HMR_5174	2.3.1.26
HMR_5222	2.3.1.26
HMR_5224	2.3.1.26
HMR_5225	2.3.1.26
HMR_5226	2.3.1.26
HMR_5227	2.3.1.26
HMR_5228	2.3.1.26
HMR_5230	2.3.1.26
HMR_5231	2.3.1.26
HMR_5232	2.3.1.26
HMR_5233	2.3.1.26
HMR_5234	2.3.1.26
HMR_5236	2.3.1.26
HMR_5237	3.1.1.13
HMR_5238	3.1.1.13
HMR_5239	3.1.1.13
HMR_5240	3.1.1.13
HMR_5241	3.1.1.13
HMR_5243	3.1.1.13
HMR_5244	3.1.1.13
HMR_5245	3.1.1.13
HMR_5246	3.1.1.13
HMR_5247	3.1.1.13
HMR_5248	3.1.1.13
HMR_5249	3.1.1.13
HMR_5250	3.1.1.13
HMR_5251	3.1.1.13
HMR_5252	3.1.1.13
HMR_5253	3.1.1.13
HMR_5254	3.1.1.4
HMR_5255	3.1.1.13
HMR_5257	3.1.1.13
HMR_5285	3.1.1.13
HMR_5286	3.1.1.13
HMR_5287	3.1.1.13
HMR_5289	3.1.1.13
HMR_5290	3.1.1.13
HMR_5291	3.1.1.13
HMR_5301	2.7.1.48
HMR_5336	3.5.1.-
HMR_5344	3.1.1.13
HMR_5387	3.1.3.77
HMR_5388	1.13.11.53
HMR_5389	1.13.11.54
HMR_5390	1.4.3.2
HMR_5395	2.4.1.186
HMR_5409	3.1.1.13
HMR_5420	3.1.1.13
HMR_5996	TCDB:2.A.47.1.4
HMR_6359	TCDB:2.A.41.2.6
HMR_6362	TCDB:2.A.41.2.6
HMR_6363	TCDB:2.A.41.2.6
HMR_6364	TCDB:2.A.41.2.6
HMR_6365	TCDB:2.A.41.2.6
HMR_6385	TCDB:2.A.7.12.6
HMR_6397	1.8.1.4
HMR_6399	2.7.7.63
HMR_6400	2.8.1.8
HMR_6400	2.3.1.181
HMR_6401	2.3.1.181
HMR_6402	2.3.1.181
HMR_6403	2.8.1.8
HMR_6404	1.8.1.4
HMR_6408	3.1.1.13
HMR_6425	3.1.1.13
HMR_6431	1.2.1.25
HMR_6432	1.1.1.35
HMR_6432	1.3.3.6
HMR_6432	2.3.1.154
HMR_6432	2.3.1.16
HMR_6432	3.1.2.2
HMR_6432	4.2.1.17
HMR_6432	5.1.99.4
HMR_6432	6.2.1.-
HMR_6433	1.1.1.35
HMR_6433	1.3.1.34
HMR_6433	1.3.3.6
HMR_6433	2.3.1.16
HMR_6433	3.1.2.2
HMR_6433	3.1.2.27
HMR_6433	4.2.1.17
HMR_6433	5.1.99.4
HMR_6433	5.3.3.8
HMR_6433	6.2.1.-
HMR_6435	1.1.1.35
HMR_6435	1.3.1.34
HMR_6435	1.3.3.6
HMR_6435	2.3.1.16
HMR_6435	3.1.2.2
HMR_6435	3.1.2.27
HMR_6435	4.2.1.17
HMR_6435	5.1.99.4
HMR_6435	5.3.3.8
HMR_6435	6.2.1.-
HMR_6436	1.1.1.35
HMR_6436	1.3.3.6
HMR_6436	2.3.1.154
HMR_6436	2.3.1.16
HMR_6436	3.1.2.2
HMR_6436	4.2.1.17
HMR_6436	5.1.99.4
HMR_6436	6.2.1.-
HMR_6438	6.4.1.4
HMR_6439	4.2.1.18
HMR_6440	1.2.1.25
HMR_6441	1.14.13.30
HMR_6442	1.14.13.30
HMR_6445	2.8.3.5
HMR_6446	6.2.1.17
HMR_6447	2.6.1.13
HMR_6450	1.1.1.35
HMR_6450	1.3.3.6
HMR_6450	2.3.1.154
HMR_6450	2.3.1.16
HMR_6450	3.1.2.2
HMR_6450	4.2.1.17
HMR_6450	5.1.99.4
HMR_6450	6.2.1.-
HMR_6451	1.1.1.35
HMR_6451	1.3.1.34
HMR_6451	1.3.3.6
HMR_6451	2.3.1.16
HMR_6451	3.1.2.2
HMR_6451	3.1.2.27
HMR_6451	4.2.1.17
HMR_6451	5.1.99.4
HMR_6451	5.3.3.8
HMR_6451	6.2.1.-
HMR_6453	1.1.1.35
HMR_6453	1.3.3.6
HMR_6453	2.3.1.154
HMR_6453	2.3.1.16
HMR_6453	3.1.2.2
HMR_6453	4.2.1.17
HMR_6453	5.1.99.4
HMR_6453	6.2.1.-
HMR_6454	TCDB:2.A.29.14.2
HMR_6455	2.6.1.1
HMR_6456	2.6.1.1
HMR_6463	4.3.1.1
HMR_6468	3.5.3.6
HMR_6469	1.5.1.2
HMR_6470	1.1.1.95
HMR_6471	1.1.1.35
HMR_6471	1.3.3.6
HMR_6471	2.3.1.154
HMR_6471	2.3.1.16
HMR_6471	3.1.2.2
HMR_6471	4.2.1.17
HMR_6471	5.1.99.4
HMR_6471	6.2.1.-
HMR_6472	1.1.1.35
HMR_6472	1.3.3.6
HMR_6472	2.3.1.154
HMR_6472	2.3.1.16
HMR_6472	3.1.2.2
HMR_6472	4.2.1.17
HMR_6472	5.1.99.4
HMR_6472	6.2.1.-
HMR_6473	1.1.1.35
HMR_6473	1.3.3.6
HMR_6473	2.3.1.154
HMR_6473	2.3.1.16
HMR_6473	3.1.2.2
HMR_6473	4.2.1.17
HMR_6473	5.1.99.4
HMR_6473	6.2.1.-
HMR_6480	1.1.1.21
HMR_6481	1.1.1.21
HMR_6482	1.1.1.79
HMR_6482	1.1.1.81
HMR_6484	1.1.1.35
HMR_6484	1.3.3.6
HMR_6484	2.3.1.154
HMR_6484	2.3.1.16
HMR_6484	3.1.2.2
HMR_6484	4.2.1.17
HMR_6484	5.1.99.4
HMR_6484	6.2.1.-
HMR_6486	1.1.1.35
HMR_6486	1.3.3.6
HMR_6486	2.3.1.154
HMR_6486	2.3.1.16
HMR_6486	3.1.2.2
HMR_6486	4.2.1.17
HMR_6486	5.1.99.4
HMR_6486	6.2.1.-
HMR_6488	2.6.1.1
HMR_6499	TCDB:2.A.29.14.2
HMR_6500	2.6.1.1
HMR_6500	2.6.1.7
HMR_6511	1.5.1.30
HMR_6515	2.8.1.2
HMR_6533	1.2.1.41
HMR_6534	2.1.1.20
HMR_6545	3.1.3.-
HMR_6549	3.1.3.66
HMR_6550	3.1.3.67
HMR_6558	3.1.3.67
HMR_6564	3.1.3.62
HMR_6566	2.7.1.159
HMR_6568	2.7.1.140
HMR_6572	5.5.1.4
HMR_6573	2.7.1.151
HMR_6574	2.7.1.151
HMR_6577	4.2.1.1
HMR_6578	4.2.1.1
HMR_6583	3.1.3.67
HMR_6584	3.1.3.67
HMR_6595	2.7.1.68
HMR_6601	3.5.3.4
HMR_6607	2.7.4.14
HMR_6611	1.7.3.3
HMR_6617	3.6.1.5
HMR_6617	3.6.1.6
HMR_6618	2.1.1.37
HMR_6619	1.5.3.17
HMR_6620	1.2.1.3
HMR_6629	1.1.1.38
HMR_6629	1.1.1.40
HMR_6632	1.1.1.300
HMR_6633	1.1.1.1
HMR_6633	1.1.1.105
HMR_6634	1.14.-.-
HMR_6635	2.3.1.135
HMR_6635	2.3.1.75
HMR_6636	3.1.1.1
HMR_6636	3.1.1.3
HMR_6637	3.1.1.64
HMR_6639	2.3.1.135
HMR_6639	2.3.1.75
HMR_6647	1.2.1.36
HMR_6648	1.14.14.1
HMR_6653	1.14.14.1
HMR_6655	1.14.14.1
HMR_6656	1.14.14.1
HMR_6671	2.3.1.75
HMR_6671	2.3.1.76
HMR_6671	2.3.1.135
HMR_6682	1.14.-.-
HMR_6684	1.14.-.-
HMR_6690	3.6.1.15
HMR_6691	4.1.1.17
HMR_6692	1.11.1.6
HMR_6693	1.13.11.6
HMR_6700	1.14.-.-
HMR_6701	1.14.-.-
HMR_6702	1.14.-.-
HMR_6703	1.14.-.-
HMR_6704	2.4.1.17
HMR_6705	2.4.1.17
HMR_6709	2.7.1.22
HMR_6711	2.1.1.49
HMR_6717	3.5.1.9
HMR_6720	3.1.3.2
HMR_6727	5.3.2.1
HMR_6728	1.14.16.2
HMR_6729	1.14.18.1
HMR_6747	1.4.3.4
HMR_6755	2.1.1.6
HMR_6757	2.1.1.6
HMR_6770	1.4.3.2
HMR_6771	5.3.2.1
HMR_6782	1.1.1.222
HMR_6782	1.1.1.237
HMR_6784	6.2.1.12
HMR_6785	2.7.1.-
HMR_6786	3.1.2.23
HMR_6790	1.2.1.5
HMR_6793	1.11.1.8
HMR_6794	1.11.1.8
HMR_6797	2.7.9.2
HMR_6802	2.1.1.-
HMR_6813	1.11.1.7
HMR_6813	1.11.1.8
HMR_6813	1.11.2.2
HMR_6826	1.97.1.10
HMR_6826	1.97.1.11
HMR_6827	1.97.1.10
HMR_6827	1.97.1.11
HMR_6834	1.97.1.10
HMR_6835	1.97.1.10
HMR_6838	2.8.2.-
HMR_6839	3.1.6.2
HMR_6840	1.97.1.10
HMR_6841	1.97.1.10
HMR_6844	2.8.2.-
HMR_6848	1.97.1.10
HMR_6849	1.97.1.10
HMR_6850	2.8.2.-
HMR_6854	1.97.1.10
HMR_6855	1.97.1.10
HMR_6874	1.14.18.1
HMR_6876	spontaneous
HMR_6907	1.14.13.-
HMR_6908	2.1.1.201
HMR_6909	1.14.-.-
HMR_6910	2.1.1.64
HMR_6928	1.1.1.21
HMR_6929	2.3.1.57
HMR_6937	1.1.1.179
HMR_6939	2.3.1.57
HMR_6957	1.1.1.34
HMR_6975	2.1.1.43
HMR_6976	2.1.1.43
HMR_6977	2.1.1.43
HMR_6978	3.4.21.89
HMR_6978	3.4.-.-
HMR_6983	1.14.11.4
HMR_6984	2.4.1.50
HMR_6985	2.4.1.66
HMR_6986	1.1.99.1
HMR_6989	2.1.1.5
HMR_6990	1.5.8.4
HMR_6991	1.5.8.4
HMR_6992	1.14.14.1
HMR_6993	1.14.14.1
HMR_6994	1.14.14.1
HMR_6995	2.5.1.18
HMR_6996	3.3.2.9
HMR_6997	NonEnzymatic
HMR_6998	2.5.1.18
HMR_6999	1.14.14.1
HMR_7000	1.14.14.1
HMR_7002	1.14.14.1
HMR_7003	2.5.1.18
HMR_7004	3.3.2.9
HMR_7005	1.3.1.20
HMR_7006	Spontaneous
HMR_7007	1.14.11.2
HMR_7008	spontaneous
HMR_7009	1.5.99.-
HMR_7010	1.5.99.-
HMR_7011	spontaneous
HMR_7012	4.1.3.16
HMR_7013	2.5.1.18
HMR_7014	3.3.2.9
HMR_7015	spontaneous
HMR_7016	spontaneous
HMR_7017	1.14.14.1
HMR_7018	1.14.14.1
HMR_7019	1.14.14.1
HMR_7020	1.14.14.1
HMR_7022	2.5.1.18
HMR_7023	3.3.2.9
HMR_7025	1.1.1.11
HMR_7026	1.1.1.11
HMR_7027	1.1.1.11
HMR_7028	1.1.1.11
HMR_7029	2.5.1.18
HMR_7030	1.14.14.1
HMR_7032	TCDB:2.A.1.13.1
HMR_7032	TCDB:2.A.1.13.5
HMR_7033	1.14.14.1
HMR_7035	1.2.1.5
HMR_7036	1.14.14.1
HMR_7038	1.1.1.1
HMR_7039	2.4.1.17
HMR_7040	1.14.14.1
HMR_7041	2.5.1.18
HMR_7042	3.3.2.9
HMR_7044	1.14.14.1
HMR_7045	TCDB:2.A.29.4.1
HMR_7046	TCDB:2.A.3.3
HMR_7046	TCDB:2.A.3.8
HMR_7046	TCDB:2.A.1.44
HMR_7047	TCDB:2.A.3.3
HMR_7047	TCDB:2.A.3.8
HMR_7047	TCDB:2.A.1.44
HMR_7048	1.14.14.1
HMR_7049	TCDB:2.A.3.3
HMR_7049	TCDB:2.A.3.8
HMR_7049	TCDB:2.A.1.44
HMR_7050	2.5.1.18
HMR_7051	3.3.2.9
HMR_7052	1.14.14.1
HMR_7053	1.14.14.1
HMR_7054	1.14.14.1
HMR_7055	3.3.2.9
HMR_7056	1.14.14.1
HMR_7057	2.8.2.14
HMR_7058	3.3.2.9
HMR_7059	1.1.1.146
HMR_7059	1.1.1.184
HMR_7059	1.3.1.20
HMR_7060	1.14.14.1
HMR_7061	1.14.14.1
HMR_7062	6.1.1.12
HMR_7063	6.1.1.16
HMR_7064	6.1.1.18
HMR_7065	2.4.1.17
HMR_7066	2.4.1.17
HMR_7067	6.1.1.21
HMR_7068	6.1.1.5
HMR_7069	6.1.1.4
HMR_7070	6.1.1.6
HMR_7071	6.1.1.10
HMR_7072	2.1.2.9
HMR_7073	6.1.1.20
HMR_7074	6.1.1.15
HMR_7075	6.1.1.11
HMR_7076	6.1.1.3
HMR_7077	6.1.1.2
HMR_7078	1.14.14.1
HMR_7079	2.5.1.18
HMR_7080	2.5.1.18
HMR_7081	3.3.2.9
HMR_7082	1.14.14.1
HMR_7083	2.5.1.18
HMR_7084	2.5.1.18
HMR_7088	1.14.14.1
HMR_7089	2.5.1.18
HMR_7091	1.14.14.1
HMR_7092	2.5.1.18
HMR_7093	2.5.1.18
HMR_7096	1.14.14.1
HMR_7097	2.5.1.18
HMR_7099	1.14.14.1
HMR_7100	2.5.1.18
HMR_7130	3.1.1.4
HMR_7131	1.8.1.9
HMR_7137	4.4.1.1
HMR_7140	2.1.1.9
HMR_7141	4.4.1.16
HMR_7145	4.1.99.18
HMR_7147	2.7.7.75
HMR_7160	2.7.7.7
HMR_7161	2.7.7.6
HMR_7161	2.7.7.19
HMR_7161	2.7.7.52
HMR_7162	2.7.7.8
HMR_7163	3.1.11.2
HMR_7164	3.1.11.2
HMR_7165	TCDB:2.A.18.6.7
HMR_7166	2.5.1.58
HMR_7167	3.4.22.-
HMR_7168	2.1.1.100
HMR_7169	TCDB:2.A.18.6.7
HMR_7170	1.8.3.5
HMR_7170	1.8.3.6
HMR_7173	3.5.1.-
HMR_7180	2.4.1.102
HMR_7181	2.4.1.-
HMR_7182	5.3.1.23
HMR_7184	4.2.1.109
HMR_7185	2.4.1.198
HMR_7186	3.5.1.89
HMR_7187	2.3.-.-
HMR_7188	3.1.4.50
HMR_7197	2.6.1.5
HMR_7198	2.4.1.186
HMR_7255	TCDB:1.D.6.1.1
HMR_7256	3.6.1.43
HMR_7265	2.4.1.141
HMR_7268	2.4.1.257
HMR_7269	2.4.1.131
HMR_7270	2.4.1.131
HMR_7271	2.4.1.83
HMR_7274	2.4.1.258
HMR_7275	2.4.1.259
HMR_7276	2.4.1.260
HMR_7277	2.4.1.261
HMR_7278	2.4.1.117
HMR_7279	2.4.1.267
HMR_7283	TCDB:2.A.1.19.1
HMR_7328	2.4.1.155
HMR_7329	2.4.1.201
HMR_7432	TCDB:2.A.29.19.1
HMR_7437	TCDB:2.A.41.2.6
HMR_7469	3.2.1.49
HMR_7594	2.5.1.26
HMR_7597	TCDB:2.A.41.2.6
HMR_7599	2.7.8.1
HMR_7602	2.3.1.23
HMR_7604	2.7.8.1
HMR_7605	3.1.4.4
HMR_7606	3.1.4.38
HMR_7607	3.1.4.39
HMR_7610	2.7.8.2
HMR_7614	2.3.1.23
HMR_7615	3.1.1.4
HMR_7616	1.8.1.4
HMR_7617	2.7.10.1
HMR_7617	2.7.10.2
HMR_7617	2.7.12.1
HMR_7617	2.7.12.2
HMR_7618	3.1.3.48
HMR_7619	2.8.2.20
HMR_7620	6.1.1.10
HMR_7621	2.3.1.181
HMR_7622	3.5.3.15
HMR_7623	2.4.2.31
HMR_7624	3.2.2.19
HMR_7625	2.4.2.31
HMR_7626	3.2.2.19
HMR_7628	1.11.1.7
HMR_7652	2.7.4.21
HMR_7656	2.7.4.24
HMR_7677	1.2.3.1
HMR_7678	1.2.3.1
HMR_7698	5.1.3.2
HMR_7700	1.14.13.30
HMR_7703	1.1.3.15
HMR_7720	1.1.1.35
HMR_7720	1.3.1.34
HMR_7720	1.3.3.6
HMR_7720	2.3.1.16
